微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
JjZlNsKwL,今天是#教师节# ，祝各位教师和教育工作者节日快乐！  原图 ,http://wx1.sinaimg.cn/large/801513c2gy1gilmeuwi4fj21900u0u0z.jpg,无,2020-09-10 16:11,微博 weibo.com,2,0,2
Jhxfmm9Lw,【分享故事赢福利🎁，创造属于你和英语的独家记忆🙈】 小编喊你领福利啦！告诉我们英语对你来说意味着什么？@LearnEnglish 向你收集学习英语的感受，以及在学习英语路上遇到的难忘的/好玩的/感人的故事。参加我们的MOOC课程：Exploring English: Language and Culture探索英语：语言与文化网页链接，倾听各国学子对英语的感悟。参与活动回答问题，你将有机会赢得我们为大家准备的独家周边，详细活动参与方式👇 步骤一：关注@LearnEnglish  步骤二： 请转发此微博，@ 两位好友，并同时评论回答以下任意一个问题1. 用一两句话分享英语作为一种世界性的语言对你意味着什么，学了这么多年的英语你的感受是什么？对你的生活、学习有什么影响？等等...2. 在英语学习路上遇到的难忘的/好玩的/感人的故事3. Exploring English: Language and Culture探索英语：语言与文化MOOC课程中你最喜欢的内容 人气奖（2名）本条微博评论区收获点赞数最多的评论，将荣获人气奖，获奖者可赢得精美奖品一份幸运奖（10名）本条微博评论区收获点赞数较多的评论，将荣获幸运奖，送出精美奖品一份 活动日期： 即日起至9月1日2020年9月4日将由@LearnEnglish 公布获奖结果，敬请期待！*本活动解释权归英国大使馆文化教育处所有  英国大使馆文化教育处英语教学的微博视频                                 ,无,无,2020-08-25 12:58,微博视频号,0,1,0
JgsW36abU,东亚地区首家——宁波诺丁汉大学在线剑桥国际教师专业发展认证课程将于近期上线！🖊 为不同教学背景的老师及院校领导量身定制🖊 训练批判性教学思维，更新教学理念，提升教学质量🖊 灵活的线上学习模式，权威机构的专业认证适用群体：剑桥国际教师专业发展认证课程适用于在岗教师和教育类院校领导。本课程设置主要为了满足教师的职业发展需要，对任何教学背景均适用，包含但不限于国际学校、双语学校及公立学校，同时，对中教及外教均适用。认证课程每年开展两期，2020年10月训练营正在招募中！快来速速点击文章了解更多详情👉全在线剑桥国际教师专业发展中心落户宁波诺丁汉大学                  原图                             ,http://wx4.sinaimg.cn/large/801513c2gy1ghuu3zmkfpj20hi09udod.jpg,无,2020-08-18 12:09,微博 weibo.com,0,0,0
JebeP6RJb,#EmergingEnglish# 基础教育英语教师发展系列第四场也是最后一场线上研讨会已于上周四成功举办，录制视频在此👉英国文化教育协会的优酷视频 欢迎大家观看完整版的精彩回放！本场研讨会主题为“Formative assessment and monitoring(形成性评价和监测主题)”会议资料请移步本场活动官网进行下载查阅👉网页链接 本系列还有三场不同主题的研讨会，感兴趣的朋友们请登录本系列活动官网则可观看全部回放视频以及下载存阅每场会议资料👉网页链接 #CultureConnectsUs#                                 ,无,无,2020-08-03 11:25,微博 weibo.com,2,3,1
JdByU5rV2,"#EmergingEnglish# 基础教育英语教师发展系列第三场线上研讨会已于本周二7月28日成功举办，完整版回放视频新鲜出炉！错过直播的朋友们可以戳这里观看👉英国文化教育协会的优酷视频 本场研讨会主题为Increasing motivation, engagement and collaboration（提升学习者动机、参与度和协作），会议资料请移步本场活动官网进行下载查阅👉网页链接                                 ",无,无,2020-07-30 16:36,微博 weibo.com,2,7,1
JdzwWtuAx,"#EmergingEnglish# 基础教育英语教师发展系列的最后一场线上研讨会将于7月30日即今天中国时间下午16:00开始直播，主题为“Formative assessment and monitoring(形成性评价和监测主题)”, 报名链接：网页链接 每场网络研讨会将由一位国际嘉宾和两位来自中国的学术专家或国内一线教师组成，本场嘉宾简介请看下图。参与者会后可获得相关材料及证书，详情请移步官网网页链接 #CultureConnectsUs#             [组图共3张]      原图                             ","http://ww3.sinaimg.cn/large/801513c2gy1gh8u4zaosvj20hi09ujs4.jpg,http://ww2.sinaimg.cn/large/801513c2gy1gh8u525shhj207v07kjrq.jpg,http://ww4.sinaimg.cn/large/801513c2gy1gh8u54uoonj20b40b4gmi.jpg",无,2020-07-30 11:25,微博 weibo.com,2,3,10
Jcmi04wLg,"#EmergingEnglish# #CultureConnectsUs# 英国文化教育协会基础教育英语教师发展系列第二场线上研讨会已于7月16日直播，主题为“Creating active homework tasks(创建积极的作业任务)”。错过直播的朋友可以戳这里观看完整版回放👉英国文化教育协会的优酷视频 本系列研讨会共四场，均可免费报名参加，先到先得！下周即将开展本系列活动最后两场直播，欢迎大家报名！每场网络研讨会将由一位国际嘉宾和两位来自中国的学术专家或国内一线教师组成。参与者会后可获得相关材料及证书。第三场：7月28日中国时间下午16:00直播，主题为“Increasing motivation, engagement and collaboration(提升学习者动机、参与度和协作)”。报名：网页链接第四场：7月30日中国时间下午16:00直播，主题为“Formative assessment and monitoring(形成性评价和监测主题)”。报名：网页链接 网络研讨会内容详情：#EmergingEnglish 基础教育英语教师发展系列第三、四场网络研讨会报名进行中！             [组图共2张]      原图                             ","http://ww2.sinaimg.cn/large/801513c2gy1ggzlyb8xguj21hc0u0hdu.jpg,http://ww1.sinaimg.cn/large/801513c2gy1ggzlyhm4j2j20gr0l9jtm.jpg",无,2020-07-22 11:52,微博视频号,1,8,3
J8JkYwQEn,#EmergingEnglish# 6月24日举办的第四场英国文化教育协会高等教育教师发展系列网络研讨会录制视频来啦！完整版视频指路👉英国文化教育协会的优酷视频  ,无,无,2020-06-28 15:12,微博 weibo.com,1,1,7
J8rxZ4de5,#EmergingEnglish# 英国文化教育协会高等教育教师发展系列网络研讨会的第三场直播已于6月23日成功举办！我们特意给大家准备了录制视频，错过的朋友们快来观看精彩回放哦，同时已参与直播的朋友们也可随时重温！完整版视频请移步👉英国文化教育协会的优酷视频  ,无,无,2020-06-26 17:54,微博 weibo.com,3,2,1
J7FI4DbPV,#EmergingEnglish# 英国文化教育协会高等教育教师发展系列网络研讨会第三、四场报名火热进行中，干货满满期待您的加入！该系列研讨会前两场已于6月16日、18日与大家见面，回放视频请查看前两日的微博发文。每场网络研讨会，我们将邀请来自中国不同地域的教育同行，如一线教师或教育管理者，就相关主题...全文             [组图共3张]      原图                             ,"http://ww3.sinaimg.cn/large/801513c2gy1gfzywp2y5ij21hc0u0qv6.jpg,http://ww1.sinaimg.cn/large/801513c2gy1gfzywvf5h4j20u016gh70.jpg,http://ww4.sinaimg.cn/large/801513c2gy1gfzyx365e6j20u016g1dd.jpg",无,2020-06-21 16:07,微博 weibo.com,2,1,0
J7o6B6Iu4,#EmergingEnglish# 英国文化教育协会高等教育教师发展系列的第二场网络研讨会录制视频已“新鲜出炉”！完整版视频请移步👉英国文化教育协会的优酷视频该系列网上研讨会的第三场和第四场将分别于6月23日周二和6月24日周三开启直播，报名正在火热进行中，欢迎各位积极报名参加！成功提交报名信息后会立即收到报名确认以及参会信息，请及时留意查收！网络研讨会内容详情：#EmergingEnglish 高等教育教师发展系列第三、四场网络研讨会开始报名啦！第三场(6月23日)报名链接：网页链接 第四场(6月24日)报名链接：网页链接                                 ,无,无,2020-06-19 19:18,微博 weibo.com,2,5,1
J7nbE2e0Z,"#EmergingEnglish# 英国文化教育协会/英国大使馆文化教育处已于2020年6月16日成功举办了#EmergingEnglish 高等教育教师发展系列网络研讨会的首场活动。该系列研讨会共有四场，旨在为中国高等教育领域中采用英语进行授课的学科教师（EMI教师）、学术英语教师（EAP教师）、内容与语言融合教学的教师（CLIL教师）等建立和发展一个全国性高校教师教学实践交流社群（Community of Practise, CoP）。通过这个社群平台，教师们和教育机构可以就如何能更好地应对教学变革，尤其是在面授教学受到影响的情况下，如何积极地进行教学方式的转变，进行经验的交流和分享。我们特意为各位准备了第一场研讨会的录制视频。错过直播的朋友们快来观看精彩回放哦，同时已参与直播的朋友们也可随时重温！完整版视频请移步👉英国文化教育协会的优酷视频该系列研讨会第二场也于昨日6月18日举办，回放链接稍后奉上，敬请期待！                                 ",无,无,2020-06-19 16:58,微博视频号,4,5,1
J68FDkLi8,#EmergingEnglish# 英国文化教育协会高等教育教师发展系列网络研讨会强势来袭！这里有您想加入的全国性高校教师教学实践交流社群！自6月16日起，陆续将有四场网络研讨会与大家见面。每场网络研讨会，我们将邀请来自中国不同地域的教育同行，如一线教师或教育管理者，就相关主题分享他们在教育工作中遇到的挑战，他们的成功经验以及这些经验如何融入并影响未来的教育方式。我们期待您的参加，共同探讨！@英国大使馆文化教育处 网络研讨会内容详情：#EmergingEnglish 高等教育教师发展系列网络研讨会强势来袭！第一、二场报名链接：网页链接             [组图共3张]      原图                             ,"http://ww1.sinaimg.cn/large/801513c2gy1gfobgmrjomj21hc0u0qv6.jpg,http://ww3.sinaimg.cn/large/801513c2gy1gfobgyu162j20u016gnhh.jpg,http://ww1.sinaimg.cn/large/801513c2gy1gfobhhx9tuj20u016ge4z.jpg",无,2020-06-11 14:10,微博 weibo.com,4,5,3
J4EjKwFCQ,新的一月，又有一系列优质免费在线课程来袭，快来看看哪个主题最适合你，点击以下链接报名参加吧！6月1日起开课，English for the Workplace：找工作、面试、工作中的必备英语👉网页链接6月1日起开课，Understanding IELTS: Speaking：如何准备雅思考试口语部分，怎样提升自己的口语考试表现👉网页链接6月1日起开课，Understanding IELTS: Reading：如何准备雅思考试阅读部分，怎样提高自己的阅读考试表现👉网页链接6月8日起开课，Becoming a Better Teacher：了解更多教师持续专业发展内容👉网页链接6月15日起开课，Teaching for Success: Learning and Learners：作为教师，如何提升教学能力和技巧、如何更好的了解学习者和学习主题等👉网页链接6月22日起开课，English in Early Childhood：如何帮助幼儿进行英语学习👉网页链接             [组图共6张]      原图                             ,"http://ww4.sinaimg.cn/large/801513c2gy1gfczsr2123j20qf0bbti6.jpg,http://ww1.sinaimg.cn/large/801513c2gy1gfczsys49cj20r20bhdoo.jpg,http://ww4.sinaimg.cn/large/801513c2gy1gfczt3rtbqj20r20bkn7w.jpg,http://ww3.sinaimg.cn/large/801513c2gy1gfcztaxogqj20r60dzdpp.jpg,http://ww1.sinaimg.cn/large/801513c2gy1gfczthg5zmj20qy0c6ajl.jpg,http://ww1.sinaimg.cn/large/801513c2gy1gfcztqeoyhj20rs0cowqw.jpg",无,2020-06-01 19:04,微博 weibo.com,2,2,0
J401c1fPq,#CultureConnectsUs#  Add a bit of culture to your language study! Here are 12 Famous museums with virtual tours for while you're spending time at home.全世界那么多博物馆，都想去看看？疫情防控期间，不少博物馆在闭馆的同时开放了虚拟展览的通道，这里我们为大家推荐12个著名博物馆的线上资源网页链接快来一起云参观！还能对语言学习有所帮助哦！                  原图                             ,http://wx1.sinaimg.cn/large/801513c2gy1gf81wsv1mkj212e0pl4qp.jpg,无,2020-05-28 12:28,微博 weibo.com,2,2,0
J3TydspAW,This self-study booklet looks at the reasons why you need to assess learners and helps you select the best forms for doing it. Teacher educators can make use of these materials to work with developing teachers to help assess and address their learning needs今天为教师和教师教育者们分享一个可免费下载的自学手册👉网页链接手册通过理论与实践相结合的方式指导教师如何进行高效的英语教学及学生学习效果测评；教师教育者可利用该资源来了解如何评估和满足教师们的学习需求，更好地进行教师持续专业发展。                  原图                             ,http://wx3.sinaimg.cn/large/801513c2gy1gf79cxi9rfj21900u0x6p.jpg,无,2020-05-27 20:00,微博 weibo.com,2,1,0
J3y4KonD1,2020 ELTons英语语言教学杰出成就奖提名通道开启！6月6日之前，提名您心中的合适人选！过去十年中，英国文化教育协会ELTons杰出贡献奖表彰了那些在英语教学领域做出了长期贡献的英语语言教学专业人士，提名来自于世界各地英语教学专业领域。2020年新冠疫情给全球教师们的教学思路与授课模式带来了全新而紧迫的挑战。在这种形势下，为那些在教学中做出深远且卓越贡献的教育工作者们一种认可与表彰显得尤为重要！我们邀请您利用这个契机，提名那些让您和他人备受启发和鼓舞的英语语言教学工作者，包括那些在新冠病毒疫情防控期间，努力克服困难，表现卓越的工作者！@英国大使馆文化教育处 活动详情页（中文）：网页链接活动详情页（英文）：网页链接报名链接：网页链接报名二维码请见以下图片             [组图共3张]      原图                             ,"http://ww2.sinaimg.cn/large/801513c2gy1gf4mhzzz6qj20u0128qsh.jpg,http://ww3.sinaimg.cn/large/801513c2gy1gf4mi5u1hwj20u0128h9a.jpg,http://ww4.sinaimg.cn/large/801513c2gy1gf4mia8987j20u0128ncx.jpg",无,2020-05-25 13:20,微博 weibo.com,2,4,4
J38eWuo1Z,"#英语写作# #英语学习# 🖊🖊Online guided writing practice for adult learners at five different language levels🖊🖊 Each task is accompanied by a downloadable worksheet which includes a writing model, plus preparation activities.今日为大家分享一个面向于成人英语学习者的在线写作指导练习库网页链接所有学习资料均按照欧洲语言共同参考框架(CEFR)分为五个级别，开始学习前，您可以通过免费的在线英语小测试来看看自己适合从哪一个级别开始学习。每一个学习板块中都附有可下载的学习手册，其中包含写作范文以及准备活动。随时随地，根据自己的日程灵活安排学习时间，提高写作技能！             [组图共3张]      原图                             ","http://ww3.sinaimg.cn/large/801513c2gy1gf1g0t0p71j20i70a83z8.jpg,http://ww4.sinaimg.cn/large/801513c2gy1gf1g0zbx6oj20j40f3gs2.jpg,http://ww2.sinaimg.cn/large/801513c2gy1gf1g15zp76j20j50dpagg.jpg",无,2020-05-22 19:34,微博 weibo.com,0,2,0
J2YA23ND5,#英语教师成长与发展# When was the last time you challenged yourself professionally and stepped out of your comfort zone?大家上一次经历职业发展上的挑战、勇敢跳出舒适圈是什么时候呢？今日分享之Vicky Saumell告诉你她在自己教师职业生涯中所面临的机遇和挑战，以及是怎么应对的网页链接 你有什么印象深刻的经历，欢迎在评论区里留言分享哦！                  原图                             ,http://wx3.sinaimg.cn/large/801513c2gy1gf09rb9bv0j20gg0gadn2.jpg,无,2020-05-21 18:58,微博 weibo.com,0,1,0
J2NKja5ka,Here is an interesting article for those English or EMI teachers in Higher Education on advice on how to make your online pedagogy as effective and satisfying as the in-person version. 作为一名高等教育领域的英语语言或全英文授课的教师，怎样进行有效、颇具成果的在线教学呢？网页链接我们的今日分享为您支招！                  原图                             ,http://wx1.sinaimg.cn/large/801513c2gy1geyxzg9s5aj20zm0gg1hm.jpg,无,2020-05-20 15:23,微博 weibo.com,0,1,0
J2uhfBwZU,"Read a story, learn a song and try out craft activities with our newest Schools_British resource all about Indonesia!今日推荐教学资源之走进印度尼西亚。通过一个故事、一首曲子以及一系列互动教学活动来让孩子们了解印度尼西亚的生活、语言和文化。戳这里网页链接了解更多该课程的内容并免费下载课程资源包，同时还有更多精彩主题的教学资源等你来发现哦！                  原图                             ",http://wx2.sinaimg.cn/large/801513c2gy1gewjzw1foaj20m80cit9v.jpg,无,2020-05-18 13:50,微博 weibo.com,1,0,4
J1SUYeS2H,Here are some useful eBooks with digital activities for teachers to exploit with their students. Can you integrate them into what you do?如何在课堂中调动学生积极性、提高参与度以及增加与教师的互动呢？今天为大家介绍几个实用的电子书资源网页链接 电子书中介绍了多个教学活动助力您的课堂。                  原图                             ,http://wx3.sinaimg.cn/large/801513c2ly1gerz54bqijj20go0b4grq.jpg,无,2020-05-14 14:43,微博 weibo.com,2,5,0
J1HXOz1oc,#全球疫情# 英国文化教育协会“教师线上教学技能”系列（共十场）网络研讨会的第七场会议直播已于5月6日成功举行，三位专家给大家分享了一些富有创意的语言教学活动，让家长们在家可轻松自如地带领孩子们学习外语！我们为未能观看直播的朋友们准备视频回放，欢迎大家点击链接了解更多：英国文化教育协会的优酷视频                                 ,无,无,2020-05-13 10:50,微博视频号,2,0,0
J1Bg5CWIN,#全球疫情# 鉴于受众的积极反馈，英国文化教育协会将再次新增两场 “教师线上教学技能”系列（共十场）网络研讨会。其中，第八场会议将于5月14日星期四北京时间19:00-20:00直播，本次网络研讨会将讨论远程教学环境下的包容性问题。在新型冠状病毒疫情影响下，大部分学校停课或不得不将课程转移到线上进行，那么如何为远程教学的所有参与者尤其是弱势群体提供帮助和支持、促进远程教学的平等性与包容性呢？欢迎感兴趣的朋友们报名参加研讨会直播寻找答案：网页链接             [组图共3张]      原图                             ,"http://ww4.sinaimg.cn/large/801513c2ly1gepre1a94yj20j60ao765.jpg,http://ww1.sinaimg.cn/large/801513c2ly1gepre6cldoj20in05j3za.jpg,http://ww1.sinaimg.cn/large/801513c2ly1geprea7o9ij20j40cj78r.jpg",无,2020-05-12 17:46,微博 weibo.com,3,4,1
J1AqWsXPd,"Two new upcoming webinars on FutureLearn starting on May 18th.Exploring English: Language and Culture looks at British culture and examines English in use to help improve English language skills.Teaching for Success: Lessons and Teaching looks at planning, resources, managing classes and professional development.Both courses are free and have with an optional paid upgrade to get a certificate.自5月18日开始，英国文化教育协会携手FutureLearn为大家带来两个新的在线课程，两门课程均可免费参加，同时也提供额外的付费升级选项来获得认证证书哦，详情请见课程介绍页。课程一：Exploring English: Language and Culture通过了解英国文化与生活提高自身英语语言技能和知识储备Exploring English - British Council课程二：Teaching for Success: Lessons and Teaching 从如何备课、如何利用和管理教学资源、如何管理课堂以及同行相互促进等角度聚焦英语教师的持续专业发展网页链接             [组图共2张]      原图                             ","http://ww4.sinaimg.cn/large/801513c2ly1geppix0q4uj20ku0rpwi5.jpg,http://ww1.sinaimg.cn/large/801513c2ly1geppj3qsirj20f10k3gnl.jpg",无,2020-05-12 15:40,微博 weibo.com,0,1,1
J1zundFi3,Here is curated list of resources available for teachers and institutions through the mEducation Alliance. Take a moment to browse and see if there anything that might support you or your school!#全球疫情# 期间，世界各地教育行业也纷纷出谋划策应对变化，mEducation Alliance为教师和学校机构罗列出了一系列实用的资源网页链接来看看各方都有怎样的应对策略，希望会对您和您的学校有所参考和帮助！                  原图                             ,http://wx2.sinaimg.cn/large/801513c2ly1geplb96lzaj212e0pl4qp.jpg,无,2020-05-12 13:15,微博 weibo.com,0,0,0
J1r5rBgqw,"Want to explore global issues like media literacy, clean energy and gender equality? All our free ConnectingClassrooms resources are packed with fun projects that can be done in groups or individually! Check them out here.想要探索更多有关媒介素养、性别平等以及清洁能源等全球议题吗？那就快来看看我们为大家准备的ConnectingClassrooms系列免费学习资源吧！每个主题都包含了非常有趣的学习项目，适合个人及分组进行。戳此链接，发现更多：网页链接             [组图共4张]      原图                             ","http://ww2.sinaimg.cn/large/801513c2ly1geok96b5mmj20l20c9af7.jpg,http://ww2.sinaimg.cn/large/801513c2ly1geok9begg7j20lc0f8aht.jpg,http://ww3.sinaimg.cn/large/801513c2ly1geok9ferxaj20lc0e2agi.jpg,http://ww4.sinaimg.cn/large/801513c2ly1geok9m3xnuj20ly0ef7bm.jpg",无,2020-05-11 15:52,微博 weibo.com,1,1,1
J0OrIfwgv,"It is always important to consider our duty of care as teachers, especially in the online environment. Here are some training workshop resources for teachers on how to keep young learners safe online.作为教师，关注学生安全，特别是在网络环境中的安全是教师工作中的一个重要的方面。今天我们为教师们推荐的培训工作坊资源正是聚焦如何保证青少年学生在网络环境中的安全的主题，欢迎查看网页链接                  原图                             ",http://wx4.sinaimg.cn/large/801513c2gy1gejtnuufiuj20dc08wtas.jpg,无,2020-05-07 13:30,微博 weibo.com,0,1,0
J0FjxzlIr,Tired of teaching online? Download and check out this free guide for teachers on how to effectively use ICT in their lessons with our special self-access booklet.如何在网上教学过程中更加有效地使用信息与通信技术？我们为各位老师准备了特别的自学材料，点击这里网页链接查阅并免费下载指导手册。                  原图                             ,http://wx1.sinaimg.cn/large/801513c2gy1geipcbaye8j20dc08xjxk.jpg,无,2020-05-06 14:15,微博 weibo.com,0,0,0
J0xlpkfGY,"Join the first of a series of excellent webinars on Language Assessment Literacy with experts: • Dr Victoria Clark, Manager Global Assessment Solutions, • Erica Balazs, Global Assessment Solutions Consultant and • Mark O’Sullivan, Global Assessments Solutions Consultant.Language assessment literacy usually refers to the knowledge, principles, and skills required for performing assessment-related actions. This webinar focuses on assessing listening. If interested, please register and join.自5月12日起，英国文化教育协会将开展六场网络研讨会，聚焦一系列有关语言测评方面的主题，研讨会专家有：• Dr Victoria Clark, Manager Global Assessment Solutions• Erica Balazs, Global Assessment Solutions Consultant• Mark O’Sullivan, Global Assessments Solutions Consultant.第一场研讨会将与大家分享听力测评相关内容，感兴趣的朋友们快来点击链接报名参加：网页链接                  原图                             ",http://wx3.sinaimg.cn/large/801513c2gy1gehq5fxrsoj20go0b4q9d.jpg,无,2020-05-05 17:57,微博 weibo.com,0,0,1
J0ep95JT7,"Do you find preparing online classes hard work? Perhaps, you’re trying to do too much and should take the minimalist approach? Here, Jane Grassi, explains how.“准备在线课程太难了” 也许，只是你把它想的太复杂了，化繁为简的方法没准更有效！今日分享文章中Jane Grassi将向你介绍准备在线课程的黄金法则。网页链接                  原图                             ",http://wx4.sinaimg.cn/large/801513c2ly1gefek3d9p6j20go0b4dne.jpg,无,2020-05-03 17:44,微博 weibo.com,0,3,0
J05pfpLi3,An interesting article on how to create screencasts for English language lessons. A screencast is a video and audio recording of a presenter’s screen.今天跟大家一起回顾一则有趣的文章网页链接 来看看英语教师Maureen McKeurtan如何在课堂中运用录屏作为一种教学手段进行授课；同时录屏资源也可作为课外补充学习材料来帮助学习者根据自己的学习进度随时随地进行多次学习。                  原图                             ,http://wx1.sinaimg.cn/large/801513c2gy1geeas96i9jj21900u01ky.jpg,无,2020-05-02 18:50,微博 weibo.com,1,3,0
IFIhTDrBh,#全球疫情# 鉴于受众的积极反馈，英国文化教育协会将于5月6日起再次新增两场 “教师线上教学技能” 系列（共八场）网络研讨会。其中，第七场会议将于5月6日星期三北京时间19:00-20:00进行直播，本次研讨会将邀请三位专家给大家分享一些富有创意的语言教学活动，让家长们在家也可轻松自如地带领孩子们学习外语！欢迎报名：网页链接。我们也将为未能观看直播的朋友们准备视频回放，并于直播后的次周分享，请继续关注我们的微博！             [组图共3张]      原图                             ,"http://ww2.sinaimg.cn/large/801513c2gy1gebryyapf9j20dc08wq4s.jpg,http://ww3.sinaimg.cn/large/801513c2gy1gebrzdjlqmj20ni06itat.jpg,http://ww3.sinaimg.cn/large/801513c2gy1gebrzw0e2ij20mu0ek79e.jpg",无,2020-04-30 14:27,微博 weibo.com,8,4,5
IFxzECFTR,#全球疫情# 英国文化教育协会 “教师线上教学技能” 系列第六场网络研讨会已于上周一成功举办，会上介绍了如何针对小学生进行线上教学，我们为未能观看直播的朋友们准备了视频回放，欢迎大家点击链接观看:英国文化教育协会的优酷视频我们在五月也将举办更多相关主题的网络研讨会，届时将会第一时间跟大家分享，请继续关注我们的微博！                                 ,无,无,2020-04-29 11:11,微博视频号,1,6,4
IFoJCkiXa,"Some amazing ideas for creating engaging homework for your students. 46 of them to be exact! Take a look, and a take a few ideas form this great resource. 如何给学生布置合理有效又不失趣味性的家庭作业呢？这可能是正在进行网络在线教学的老师们现有的工作难点之一。今天我们就和大家分享一些超赞的思路和想法！网页链接 轻点链接查看这46个实用资源中有哪些能够借鉴到您的课堂中。                  原图                             ",http://wx3.sinaimg.cn/large/801513c2gy1ge9dk8qxm3j20go0b4te0.jpg,无,2020-04-28 12:40,微博 weibo.com,1,0,0
IFfRnrHJG,Scholastic has created a free learn-from-home site with more than 20 days of learning projects and activities for students taken from its extensive reading catalogue. Why not have a look?今天为各位教师和家长推荐Scholastic创建的一个在家学习的免费网站网页链接 该网站利用Scholastic丰富的阅读文库资源，为学龄前儿童至九年级学生准备了20天的学习项目与活动。每周五天的学习计划，主题多样，寓教于乐，帮助孩子们在学习的过程中增加阅读量、锻炼思维。                  原图                             ,http://wx2.sinaimg.cn/large/801513c2gy1ge8afbqa6hj211i0cz7wh.jpg,无,2020-04-27 14:05,微博 weibo.com,0,0,0
IEYHXcfdf,"#英语教学# #雅思# ⭐️MOOC Alert!!!⭐️ We have some great MOOCs starting on Monday April 27th. If you have time and are looking to improve your understanding of IELTS Writing and Listening, learn more about assessment in the classroom, or, if your focus is purely on the language itself then these free MOOCs may be for you to add to your CPD journey. 前方更多精彩网络在线课程来袭，你做好学习的准备了吗？从下周一4月27日开始，我们为大家准备了一系列网络在线课程。如果你对雅思写作与听力感兴趣，或是想要了解更多课堂测评考核方面的内容，或是仅仅对英语语言本身想要有更深入的认知，那么可千万不要错过以下精彩的在线课程！雅思写作：网页链接  雅思听力：网页链接 课堂测评：网页链接  英语语言：网页链接                  原图                             ",http://wx1.sinaimg.cn/large/801513c2gy1ge66q9by17j21900u0x6p.jpg,无,2020-04-25 18:25,微博 weibo.com,1,2,0
IEQtokrta,"网页链接 Click and browse the assortment of webinars available from Cambridge Assessment, both recorded and scheduled. A great way to while away the evening.剑桥大学英语考评部出品了一系列超赞的免费网络研讨会资源。研讨会日程安排传送门在此 网页链接 欢迎各位老师报名参加。错过了也不要紧，回放依旧精彩！周末啦，快来利用闲暇时间丰富自己的知识库存吧！                  原图                             ",http://wx3.sinaimg.cn/large/801513c2gy1ge56e4e07lj21900u0b2a.jpg,无,2020-04-24 21:27,微博 weibo.com,0,0,0
IEPhtwuXJ,You will find some great resources for students and teachers at the Oxford University Press website. Here are some useful resources for teenage learners to help broaden their horizons. 牛津大学出版社网站为各位师生提供了丰富优质的学习资源，点击这里网页链接 查看有关面向青少年英语学习者的教学资源，来详细了解如何帮助他们在学习英语的同时进一步拓宽视野。                  原图                             ,http://wx3.sinaimg.cn/large/801513c2gy1ge5159zkw3j214y0rb4qp.jpg,无,2020-04-24 18:25,微博 weibo.com,0,0,0
IEGDt0KmV,"#远程教育# Here is one great webinar available for teachers to consider.  Topic: Remote Teaching: A Survival Guide for SchoolteachersHost: Graham Stanley, English for Education Systems Lead, AmericasRegistration link: 网页链接24 April, 11:00-12:00 Beijing Time来了来了，又一个超棒的网络研讨会资源来了！主题：远程教学 - 教师们的行动指南主讲人：Graham Stanley，英国文化教育协会美洲地区教师专业发展部总监报名：网页链接课程时间：4月24日，周五，北京时间11:00-12:00                  原图                             ",http://wx3.sinaimg.cn/large/801513c2gy1ge3yymvabwj20xc0hijut.jpg,无,2020-04-23 20:24,微博 weibo.com,0,0,0
IEE4q88ae,"#永恒的莎士比亚# #英语学习# Shakespeare loved to use medical crises of the day in his work. Had he been alive, today what inspiration would he have taken from people's reactions and changes to everyday life? On the anniversary  of the Bard’s passing, the British Council in China is sharing an English MOOC from FutureLearn to help people learn and also be inspired by his works.今天是威廉·莎士比亚诞辰456年纪念日，暨#联合国英文日# 。莎士比亚擅长将时事体现在自己的作品中。如果他身处现在这个时代，那么当下社会和个人为应对突发危机所作出的反应和改变又会给他带来什么样的灵感呢？今天，我们为大家分享一个免费的网络在线课程：网页链接 帮助各位英语学习者在学习的过程中了解莎士比亚的生活、作品以及他的创作对英语语言的贡献。                  原图                             ",http://wx4.sinaimg.cn/large/801513c2gy1ge3nnkr31pj21070dgax9.jpg,无,2020-04-23 13:53,微博 weibo.com,1,1,0
IExim4BuL,#英语# Celebrate the UN English Language Day tomorrow with this fun lesson plan – it comes with both a face-to-face classroom and an online teaching version of the materials. Access the ready-made lesson plan and the class materials here: 网页链接 明天4月23日是联合国英语日UN English Language Day ，为此我们向各位英语教师分享一个有趣的课程教学计划，课程主题有关英语起源，教学资源涵盖了线下课堂教学以及线上网络教学的两种方式，快来点击网页链接 获取已经为大家准备好的教案以及课程材料吧！                  原图                             ,http://wx3.sinaimg.cn/large/801513c2gy1ge2toyos76j20dc08wacn.jpg,无,2020-04-22 20:38,微博 weibo.com,0,1,0
IEvxBvBK5,#全球疫情# 英国文化教育协会 “教师线上教学技能”系列（已新增至六场），第五场网络研讨会已于上周五成功举办，会中介绍了如何针对低龄学习者进行线上教学，我们为未能观看直播的朋友们准备了视频回放，欢迎大家点击链接观看:英国文化教育协会的优酷视频此外，第六网络研讨会也已于本周一进行了直播，课题是“针对小学生的线上教学”，视频回放将于下周分享，请继续关注我们的微博！                                 ,无,无,2020-04-22 16:10,微博视频号,3,2,1
